"#","MFL Code","DHIS Code","Name","County","Subcounty"
"340","18750","0","BROWNS MEMORIAL MEDICAL CENTRE","Trans Nzoia","Kiminini"
"341","11956","iavUq1aSvY9","Bubisa Dispensary","Marsabit","North Horr"
"342","14271","gaWE49ZEO47","Buchenge Dispensary","Kericho","Kipkelion East"
"343","15818","L9z3TRc6Csz","Bukaya Medical Centre","Kakamega","Mumias West"
"344","16306","maCQL5eNPlx","Bullampya Medical Clinic","Mandera","Mandera East"
"345","16285","sx0F3tF3i6G","Bultohama Dispensary","Garissa","Hulugho"
"346","20572","0","Bumala CFW Clinic","Busia","Butula"
"347","15829","kxRpJ8ZTdGJ","Bungoma Medical Centre","Bungoma","Bungoma South"
"348","20323","0","Bungoma West Hospital","Bungoma","Bungoma South"
"349","13313","okFLmlqrJr7","Burder Dispensary","Wajir","Wajir South"
"350","14273","fROJ50r3fPR","Burgei Dispensary","Bomet","Sotik"
"351","19206","0","Burnt Forest Roadside wellness Centres","Uasin Gishu","Ainabkoi"
"352","16313","xTh8putqWWS","Buruburu Dispensary","Mandera","Mandera East"
"353","12888","FQx15951Wy6","Buruburu Medical Clinic","Nairobi","Makadara"
"354","16722","cJ7oO2eGsGr","Burutu Dspensary","Kericho","Kipkelion East"
"355","21037","vxKshylcIW5","Busagwa dispensary","Busia","Bunyala"
"356","14276","YejIqzsdjR2","Butiik Dispensary","Kericho","Buret"
"357","100504","0","BUTULA MISSION HOSPITAL","Busia","matayos"
"358","16559","ahodcMWmyTa","Buuri Chemist / Laboratory","Meru","Imenti North"
"359","20752","0","Buyangu Dispensary","Kakamega","Shinyalu"
"360","29325","0","Buyingi Dispensary","Busia","Samia"
"361","10077","TRbkSJjP2mp","By Faith Clinic (Kirinyaga)","Kirinyaga","Kirinyaga South"
"362","10078","Tvh2yBJh8KO","By Faith Clinic (Thika)","Kiambu","Thika Town"
"363","11959","AFrApSo0dBR","By Faith Medical Clinic","Embu","Mbeere South"
"364","10079","cF36B2txWGk","By Grace Services Clinic","Kirinyaga","Kirinyaga North"
"365","11267","pfa0VjJrKIF","C Kasunas Clinic","Mombasa","Likoni"
"366","17812","hLfAuC4nfua","Calvary Medical Clinic","Nakuru","Nakuru North"
"367","11269","wMpTDy1Nxys","Camp David Medical Clinic","Mombasa","Changamwe"
"368","21735","0","Cana Hospital","Trans Nzoia","Saboti"
"369","14279","h91Cqr2TTdS","Canaan (ACK) Medical Clinic","Nakuru","Naivasha"
"370","15841","VqEdcMlvyqk","Canaan Clinic (Lugari)","Kakamega","Lugari"
"371","11270","n6gki5coQRW","Canaan Medical Clinic","Mombasa","Jomvu"
"372","10080","sFE1EQ5XCzJ","Canan Medical Clinic","Kiambu","Juja"
"373","16176","Yb1HiM6LB5r","Care Medical Clinic","Nyandarua","Olkalou"
"374","10081","miFVboKBi4z","Caritas Mariah","Kiambu","Thika Town"
"375","15842","kBVyQJwVEC6","Carol Afandi Clinic","Vihiga","Sabatia"
"376","12891","e1tAfdtChUW","Carolina Dispensary","Nairobi","Langata"
"377","12737","eCivxV25f35","Catholic Dispensary (Kibwezi)","Makueni","Kibwezi East"
"378","11961","VIcEVgDqhW5","Catholic Dispensary (Makindu)","Makueni","Kibwezi West"
"379","11271","IqZuP8JcnLA","Catholic Medical Clinic (Jomvu)","Mombasa","Likoni"
"380","12892","hAFbLT9nvkj","Catholic University Dispensary","Nairobi","Langata"
"381","11272","0","CBK Staff Clinic (Mombasa)","Mombasa","Mvita"
"382","16242","rAOYKspmagQ","CCS Macumo Clinic","Embu","Runyenjes"
"383","0","0","CCS MAUA DISPENSARY","Meru","Igembe Central"
"384","19857","0","CENTER FOR HEART DISEASE","Trans Nzoia","Saboti"
"385","13520","zkmzd91bAW2","Central Clinic (Kisumu East)","Kisumu","Kisumu Central"
"386","10082","WKrrKdgIEcE","Central Health Clinic","Nyeri","Kieni East"
"387","11965","jl392Kkz2o7","Central Medical Clinic","Machakos","Kangundo"
"388","10083","o4pSK5PF97Y","Central Memorial Hospital","Kiambu","Thika Town"
"389","21175","vOolO8eE6M2","CFW Clinic Ugunja","Siaya","Ugunja"
"390","11966","E52UsoBxJVS","CFW Kimangaru Clinic","Embu","Manyatta"
"391","10084","EmV0mzh1iVT","CFWS Shops","Kirinyaga","Kirinyaga Central"
"392","11275","KivQhjgPFrk","Chaani Maternity Nursing Home","Mombasa","Changamwe"
"393","16475","wlQOIyWg9eZ","Chagaik dispensary","Kericho","Kipkelion East"
"394","10085","0","Chaka Clinic","Kiambu","Thika Town"
"395","11277","0","Chala Dispensary (Taita Taveta)","Taita Taveta","Taveta"
"396","10086","wIQX5p5lwIz","Chalo Medical Clinic","Nyeri","Nyeri Central"
"397","15845","wEWIMLj1i9i","Chamakanga Mission","Vihiga","Sabatia"
"398","20308","","CHAMARI DISPENSARY","Kilifi","Kilifi North"
"399","11279","gWOJcwZe4Jx","Chamari Dispensary","Kilifi","Magarini"
"400","12621","HTPGdsVQrix","Chandaria Mwania Dispensary","Makueni","Makueni"
"401","22685","0","Changamwe Drop In Center","Mombasa","Mvita"
"402","15846","BHdZ2EzI5ja","Changara Calvary Dispensary","Busia","Teso North"
"403","16448","JnOJFkOE4Ly","Chango Clinic 7","Vihiga","Vihiga"
"404","10087","0","Chania Clinic","Nyeri","Mukurweini"
"405","10088","FfDKdqPeuXP","Chania Obstetrics Gyno Clinic","Kiambu","Thika Town"
"406","11281","rtJdSxqYplv","Charidende Dispensary (CDF)","Tana River","Bura"
"407","10089","qYOjVYEygaH","Charity Medical Centre","Laikipia","Laikipia West"
"408","10090","YQmG1Y6hTRh","Charity Medical Clinic","Kiambu","Gatundu North"
"409","15847","DL2NcqH6Dxv","Chavogere Mission","Vihiga","Sabatia"
"410","14290","er2SyaJrrSG","Chebango Dispensary","Bomet","Sotik"
"411","14291","Qgnb2YZeuzQ","Chebara Dispensary","Nakuru","Kuresoi South"
"412","14292","a2YRxZ59mLY","Cheberen Dispensary","Baringo","Mogotio"
"413","14293","OZbL7oZvsP2","Chebewor Dispensary","Kericho","Kipkelion East"
"414","14296","Jj8yjtoQxM3","Chebirbei Dspensary","Kericho","Belgut"
"415","14297","diQrdijS870","Chebirbelek Dispensary","Bomet","Sotik"
"416","21297","V66NbajJmrV","Cheboin dispensary","Bomet","Bomet Central"
"417","19155","0","CHEBON MEDICAL CENTRE","Bungoma","Mt Elgon"
"418","22003","0","Chebukutunyi Dispensary","Bungoma","Bungoma West"
"419","20159","naqL6xOyGpS","Chebukwabi Dispensary","Bungoma","Kimilili"
"420","11968","o7RDct83lZq","Cheera Dispensary","Tharaka Nithi","Chuka/Igambangombe"
"421","14307","OrqFPIo38Qk","Cheindoi Dispensary","Nandi","Emgwen"
"422","14308","vzl5jtvLYrN","Chelelach Dispensary","Bomet","Chepalungu"
"423","15852","gAvIaQSDIQZ","Chelelemuk Dispensary","Bungoma","Bungoma West"
"424","14310","sjb5gw3ucqg","Chemamul Dispensary","Bomet","Konoin"
"425","14312","Y8sKihcESwY","Chemaner Dispensary (Molo)","Nakuru","Kuresoi South"
"426","14313","RsjSQYjfjCI","Chemartin Tea Dispensary","Nandi","Nandi East"
"427","20436","0","Chemasusu Dispensary","Baringo","Koibatek"
"428","10091","GBDCOwblzBL","Chemat For Health Solutions Kamweti","Kirinyaga","Kirinyaga East"
"429","21299","HKGUN2r4Skd","Chemengwa Dispensary","Bomet","Bomet East"
"430","12894","Dfweqt8eyqS","Chemi Chemi Dispensary","Nairobi","Langata"
"431","16521","0","ChemiChemi Medical Clinic","Kilifi","Malindi"
"432","14322","gXPvnq1MKcY","Chemomi Tea Dispensary","Nandi","Nandi East"
"433","0","0","CHEMOREMWO DISPENSARY","Bungoma","Mt Elgon"
"434","24623","0","Chemosit Dispensary","Bomet","Konoin"
"435","16731","PO9Tw189WAW","Chemsik Dispensary","Baringo","Tiaty"
"436","14325","uMdDAxe9poY","Chemursoi Dispensary","Nandi","Aldai"
"437","14328","JG6WwRu0sYN","Chepakundi Dispensary","Nakuru","Kuresoi South"
"438","14333","pbWHlMKeoFz","Chepcholiet Dispensary","Kericho","Kipkelion East"
"439","14334","HUqcUCEsLKU","Chepgoiben Dispensary","Kericho","Belgut"
"440","16727","P1IXfVtwfSV","Chepkalacha Dispensary","Baringo","Tiaty"
"441","14342","QA05AimrcCm","Chepkobegh Dipensary","West Pokot","Pokot South"
"442","14344","u58RG88LAR9","Chepkoiyo Dispensary","Nandi","Mosop"
"443","21088","0","Chepkombe Dispensary","Kakamega","Shinyalu"
"444","14345","ctw6aPMdFQ4","Chepkongony Dispensary","Nandi","Aldai"
"445","14347","sK4BuHXOPqw","Chepkoton Dispensary","Kericho","Belgut"
"446","14349","U0KKYIBuxfp","Chepkunan Dispensary","Nandi","Aldai"
"447","14350","SrCdqol5kCq","Chepkunyuk Dispensary (Kipkelion)","Kericho","Kipkelion West"
"448","14352","Yh9TiSUTbrT","Cheplambus Dispensary","Baringo","Baringo Central"
"449","14353","fxMTpmQn1Qs","Cheplanget Dispensary","Kericho","Buret"
"450","14357","a2LNlmcJ7IF","Cheppemma Dispensary","Nakuru","Rongai"
"451","14359","zzJMBsOfltp","Chepseon Dispensary","Kericho","Kipkelion East"
"452","14360","gbw2w4SpD6H","Chepseon Health Care Dispensary","Kericho","Kipkelion East"
"453","14361","jFuBOidNPOv","Chepseon Medical Clinic","Kericho","Kipkelion East"
"454","14364","mbfdV5fRry6","Cheptabach Dispensary","Nandi","Nandi East"
"455","20735","uMdxNSqtbeI","Cheptagum Dispensary","Bomet","Bomet Central"
"456","14368","H9XRPgtPO01","Chepterit Mission Health Centre","Nandi","Chesumei"
"457","14371","Q0c6UChga3v","Cheptil Dispensary","Narok","Narok North"
"458","17013","vS4aXAxePwV","CHEPTILIL DISPENSARY","Nandi","Nandi East"
"459","21884","","Cheptiret Dispensary","Uasin Gishu","Kesses"
"460","14374","jED59CNbQmk","Cheptuech Dispensary","Nakuru","Kuresoi South"
"461","16736","HxX500yuxqq","Chepturu Dispensary","Baringo","Tiaty"
"462","14376","EvpJxFNUVsd","Chepwostuiyet Dispensary","Bomet","Chepalungu"
"463","14378","qRNqjmBrQiv","Cherangan Dispensary","West Pokot","Pokot North"
"464","14381","UMM94fF534a","Cherara Dispensary","Kericho","Kipkelion West"
"465","17144","GWnsBYfIKYr","cheronget dispensary","Kericho","Belgut"
"466","21605","","Cheronok Dispensary","Nakuru","Molo"
"467","16680","y8oKNxU4cXp","Chesetan Dispensary","Elgeyo Marakwet","Marakwet East"
"468","14382","sIkxI1RwQvs","Chesinende (ELCK) Dispensary","Kericho","Kipkelion East"
"469","16728","atqyHUnqfqh","Chesirimion Dispensary","Baringo","Tiaty"
"470","14383","B2UZVzqZE8A","Chesiyo Dispensary","Elgeyo Marakwet","Marakwet East"
"471","16336","k9dtBW7nIAr","Chesoi Medical Clinic","Elgeyo Marakwet","Marakwet East"
"472","11283","qR785tY7BDM","Chewani Dispensary","Tana River","Galole"
"473","11284","VMkinArVTDQ","Chewele Dispensary","Tana River","Bura"
"474","11285","ExgOiECyrmo","Chifiri Dispensary (LATIF)","Tana River","Galole"
"475","21833","0","Chigato dispensary","Kwale","Kinango"
"476","23934","0","Chilodi Crossfit dispensary","Kilifi","Rabai"
"477","11286","HMdPpjYqCI4","Chimbiriro Clinic","Kilifi","Magarini"
"478","11287","YfimGH9jLBx","Chizi Medical Clinic","Kilifi","Kilifi South"
"479","22364","0","Chogoria Hospital Chuka Medical Center","Tharaka Nithi","Chuka/Igambangombe"
"480","40055","0","CHOMBERI HEALTH CENTRE","Bungoma","Webuye East"
"481","19812","0","Christ Mary Anne Clinic","Kisii","Bomachoge Chache"
"482","18483","mpJKlbPumZH","Christamarianne Medical Clinic (Suneka)","Kisii","bonchari"
"483","12895","tgK4msmGqld","Christian Aid Dispensary","Nairobi","Ruaraka"
"484","10092","FAWBdzlc7d0","Christian Community Services Clinic Base Kerugoya","Kirinyaga","Kirinyaga Central"
"485","10093","r9Nw0PyLOZD","Christian Community Services Wanguru Dispensary","Kirinyaga","Kirinyaga South"
"486","10094","CeKdzM5EMcQ","Christian Mercy Clinic","Kirinyaga","Kirinyaga Central"
"487","16249","u3erfQuA1E5","Chriswin Medical Clinic","Machakos","Machakos"
"488","10095","0","Chura Medical Clinic.","Kiambu","Limuru"
"489","14392","JNMSLmAAn4F","Churo Dispensary","Baringo","Tiaty"
"490","10096","jKtNJ4fwzW0","Ciagini Dispensary","Kirinyaga","Kirinyaga North"
"491","11975","RVXZoThB0dI","Ciama Medical Clinic","Meru","Imenti South"
"492","12896","zhJ663HYnIc","CIDI Kayole Clinic","Nairobi","Embakasi West"
"493","12897","A9qrbBjlkOI","CIDI Mukuru Clinic","Nairobi","Embakasi East"
"494","16535","0","City Health Services","Mombasa","Mvita"
"495","14393","opZouvmzZWP","Civil Servant DC Headquarter Dispensary","Kericho","Buret"
"496","12898","VGYyOUoRGVg","Clinitec Dispensary","Nairobi","Dagoretti"
"497","18754","rGturlpJAPs","Clinix Health Care (Kibra)","Nairobi","Langata"
"498","12899","fLVoXRdM7eZ","CMA (Jamia) Clinic","Nairobi","Starehe"
"499","12900","oGtbkGSP4pa","CMA (Pangani) Clinic","Nairobi","Starehe"
"500","21896","0","CMI Sambocho Health Centre","Bungoma","Mt Elgon"
"501","20230","JTGf2aQXbXF","Community Evolution Network VCT","Nairobi","Langata"
"502","12901","GsteDv3IptG","Community Health  Foundation","Nairobi","Starehe"
"503","14395","XXxntchzoVH","Community Medical  and Lab. Services Clinic","Samburu","Samburu Central"
"504","16536","gNMDLaQZBHW","Community Medical Centre (Kongowea)","Mombasa","Nyali"
"505","26641","0","COMPASSION CARE CLINIC","Mombasa","Mvita"
"506","12902","R2sqDvtKqWB","Compassionate Hospital","Nairobi","Ruaraka"
"507","10098","e1H4bEQ7vIj","Complex Medical Centre","Kirinyaga","Kirinyaga North"
"508","10099","CTRWbVmy5Zl","Comrade Medical Clinic","Kirinyaga","Kirinyaga South"
"509","12903","WFKNCWeofxP","Conerstone Clinic","Nairobi","Kasarani"
"510","43","0","Coni Health Centre","Nairobi","Embakasi West"
"511","14397","Zy1BPU2mSW8","Consolata Medical Clinic (Eldoret South)","Uasin Gishu","Kapseret"
"512","18888","op4gb7n6TEJ","Consolata Shrine Dispensary (Deep Sea Nairobi)","Nairobi","Langata"
"513","40059","0","COPTIC HOSP","Vihiga","Emuhaya"
"514","19722","0","Cordis Maria Medical Centre","Kiambu","Ruiru"
"515","11291","KcdFoT7yYuD","Corner Chaani Medical Clinic","Mombasa","Changamwe"
"516","16537","nCGaYxt8fQo","Corner Medical Clinic","Mombasa","Mvita"
"517","12906","uPXIcOKAbIW","Corner Stone","Nairobi","Ruaraka"
"518","11292","N52wAZEu66i","Cornerstone Medical Clinic","Kwale","Matuga"
"519","12907","C8uObdIj8yg","Cotolengo Home","Nairobi","Langata"
"520","18794","0","Couple Counselling Centre","Nairobi","Dagoretti"
"521","11978","Sd2vIXgZpFt","Courtesy Community Based Health Services","Machakos","Athi River"
"522","14398","Ba3vIzGxti9","Crater Medical Centre","Nakuru","Nakuru East"
"523","0","0","CRC CLINIC","Kericho","Ainamoi"
"524","666666","0","CRC CLINIC","Kericho","Ainamoi"
"525","0","0","CRC-LAB","Kericho","Ainamoi"
"526","666667","0","CRC-LAB","Kericho","Ainamoi"
"527","0","0","CREATES","Nairobi","Embakasi West"
"528","11295","0","Crescent Medical Aid Dispensary (Likoni)","Mombasa","Likoni"
"529","19392","0","Crescent Medical Aid(Jamia Towers)","Nairobi","Starehe"
"530","11979","o8iLfMYIIKF","Crossroad Clinic","Marsabit","Moyale"
"531","10101","k352cXFNXix","CRS Staff Clinic","Kiambu","Juja"
"532","16494","YivIbIfq93J","Cry For The World Clinic","Kirinyaga","Kirinyaga Central"
"533","16495","x7YNiQMxrj2","Cry For The World Clinic (Nyangeni)","Kirinyaga","Kirinyaga Central"
"534","16496","ht1zGY7BxrV","Cry For The World Clinic (Raimu)","Kirinyaga","Kirinyaga Central"
"535","16497","o3iH420wxm5","Cry For The World Clinic (Thirikwa)","Kirinyaga","Kirinyaga East"
"536","16538","xTmEMIhirzS","Crystal Medical Centre","Mombasa","Nyali"
"537","14399","rUg7MiWXTDY","Crystal Medical Clinic","Trans Nzoia","Saboti"
"538","10102","UaGbgsZQ1M8","Cura (ACK) Medical Clinic","Kiambu","Kabete"
"539","11980","n3YL5I3CyEP","Curran Dispensary","Kitui","Mwingi Central"
"540","11296","HZPFOR1Ld9l","Daba (AIC) Dispensary","Tana River","Galole"
"541","12908","bvpeSMRtSm9","Dabliu Clinic","Nairobi","Embakasi West"
"542","13315","0","Dadaab Clinic","Garissa","Lagdera"
"543","13316","vzn9TIgroz5","Dadaab Sub-District Hospital","Garissa","Dadaab"
"544","13317","hHzD8hDl39Y","Dadajabula Dispensary","Wajir","Wajir South"
"545","13318","EkaphfjRPxs","Dagahaley Hospital","Garissa","Dadaab"
"546","12909","HdFRAjxh0e4","Dagoretti Approved Dispensary","Nairobi","Dagoretti"
"547","16560","vRGEqhQyxMI","Daktari Wa Dawa Chemist","Meru","Imenti North"
"548","16809","m34O0EASO4h","Dal-Lahelay Mobile Clinic","Garissa","Lagdera"
"549","13319","MWFpSslSbQ4","Daley Dispensary","Garissa","Balambala"
"550","13320","H8YbwIaOAAt","Damajale Dispensary","Garissa","Dadaab"
"551","20838","0","Damanje Medical Clinic","Makueni","Kaiti"
"552","11985","aepB6CBTAHW","Dambalafachana Dispensary","Marsabit","Moyale"
"553","13321","k3EjrDfQYcD","Dambas Dispensary","Wajir","Tarbaj"
"554","13322","Hc9THCwSYcM","Danaba Health Centre","Wajir","Wajir North"
"555","23952","0","Dandelion Medical Centre","Nakuru","Rongai"
"556","12910","oSDjDpuZqxu","Dandora (PCEA) Clinic","Nairobi","Kasarani"
"557","13323","bZxMmgQRCUn","Dandu Dispensary","Mandera","Mandera West"
"558","11298","0","Danrose Clinic","Kilifi","Malindi"
"559","13324","kc0FAAQMCLy","Danyere Dispensary","Garissa","Balambala"
"560","13325","cwqaBs5HUK2","Dasheq Dispensary","Wajir","Tarbaj"
"561","16498","Onx0qj2Zk2L","Dave Laboratory","Kirinyaga","Kirinyaga East"
"562","10103","0","David Munene Clinic","Muranga","Maragwa"
"563","10104","yVC83EdaWrx","Dawa Medical Clinic (Nyeri South)","Nyeri","Mukurweini"
"564","15863","moz7JKtvQQQ","Day Light Clinic","Kakamega","Lugari"
"565","12914","0","Deblin Clinic","Nairobi","Embakasi West"
"566","10105","LDMTNZ2HsUW","Del Monte dispensary","Kiambu","Thika Town"
"567","14401","MvXmmDS82gD","Delamere Soysambu Medical Clinic","Nakuru","Gilgil"
"568","10106","Ao618j1xAh9","Delina Health Care","Nyeri","Tetu"
"569","12915","TtI9Z0VOCDt","Delta Clinic","Nairobi","Kasarani"
"570","11301","CPaq3bhCPIm","Delta Medical Clinic","Mombasa","Likoni"
"571","10107","0","Dental Clinic","Kiambu","Thika Town"
"572","14402","BGrPif4dYdB","Dentomed Clinic","Nakuru","Molo"
"573","25257","0","Deri Dispensary","Kwale","Matuga"
"574","13326","BlPILCfO7Xh","Dertu Clinic","Garissa","Garissa"
"575","10108","g33R8TblbUU","Diana Medical Clinic","Nyeri","Nyeri Central"
"576","12916","AwQsN4Q0fRw","Diani Dispensary","Nairobi","Kamukunji"
"577","11306","kJUBoBhpyKK","Didewaride Dispensary","Lamu","Lamu West"
"578","10109","YiSkowPZHJb","Difathas Catholic Dispensary","Kirinyaga","Kirinyaga South"
"579","13328","WD9UOguVU4g","Diff Dispensary","Wajir","Wajir South"
"580","14403","KGq0WIIT2mY","Diguna Dispensary","Nandi","Tinderet"
"581","13329","d0fU2mM9Ajw","Dilmanyaley Dispensary","Wajir","Wajir South"
"582","16561","Tn0vYWf1hMQ","Diploma Clinic","Meru","Buuri"
"583","11307","SQHbZgox0IE","Diplomat Medical Clinic","Mombasa","Likoni"
"584","11308","0","Divine Mercy Dispensary","Taita Taveta","Taveta"
"585","12351","grOVPMUrDNJ","Divine Mercy Kithatu Dispensary","Meru","Imenti South"
"586","12918","ctHCPHLxZne","DOD Mrs Dispensary","Nairobi","Dagoretti"
"587","11309","SYDTovYd5tq","Doga Clinic","Mombasa","Likoni"
"588","10111","FXeEa4cMeYS","Dommy Medical Clinic","Kiambu","Limuru"
"589","10112","l8MVSsObGLy","Don Bosco Catholic Dispensary","Muranga","Maragwa"
"590","11987","WclYxVhIusR","Don Bosco Clinic","Embu","Mbeere North"
"591","10113","0","Dona Medical Clinical","Kiambu","Thika Town"
"592","12920","hVTJp5M0cGz","Donholm Clinic","Nairobi","Embakasi East"
"593","11988","IT7tfsvzcMP","Donyo Sabuk Nursing Home","Machakos","Matungulu"
"594","16562","m4nXFmVAB8c","Dorjos Health Services","Meru","Imenti North"
"595","16563","pqo936c3kOj","Dorjos Laboratory","Meru","Imenti North"
"596","12921","QVQdz5mXprp","Dorkcare Nursing Home","Nairobi","Kamukunji"
"597","10114","0","Dorman Medical Clinic","Kiambu","Thika Town"
"598","12922","A8Zk6hWZDE1","Dr  Gachare Medical clinic","Nairobi","Dagoretti"
"599","12923","0","Dr  Karos Medical clinic","Nairobi","Langata"
"600","10115","jMxzZNT1s3r","Dr  U N Kanani Dental Clinic","Nyeri","Mukurweini"
"601","10116","QFuQxuumvPf","Dr A P Gupta Radiological Clinic","Nyeri","Nyeri Central"
"602","11310","0","Dr AA Kibwana Clinic","Mombasa","Mvita"
"603","10117","0","Dr Ajay Chyaniyara Medical Clinic","Nyeri","Mukurweini"
"604","11311","0","Dr Alhad Hatimy Clinic","Mombasa","Mvita"
"605","14405","UPZnjXjwsJX","Dr Aluvaala Medical Clinic","Nakuru","Nakuru East"
"606","16243","QZge5ZE2Vsi","Dr Amardeep Singh Clinic","Embu","Manyatta"
"607","11312","0","Dr Ambeva Clinic","Mombasa","Mvita"
"608","14406","NREE6KJiC4H","Dr Arthur (PCEA) Dispensary","Nakuru","Nakuru East"
"609","11313","PzXEEuJ7Ern","Dr Awimbo E. Clinic","Mombasa","Mvita"
"610","14407","0","Dr Ayaya Clinic","Uasin Gishu","Kapseret"
"611","12924","NP7CdJzEwO0","Dr Aziz Mohamed Medical clinic","Nairobi","Westlands"
"612","11314","0","Dr Bernad M Oduor Clinic","Kilifi","Malindi"
"613","11316","0","Dr Chamia Clinic","Mombasa","Mvita"
"614","11318","0","Dr Dhanji Clinic","Mombasa","Mvita"
"615","11319","0","Dr Dhutia Clinic","Mombasa","Mvita"
"616","11320","0","Dr Dosajee Clinic","Kilifi","Malindi"
"617","11321","0","Dr DZ Shaudia Clinic","Kilifi","Malindi"
"618","10119","L8CnesH6mCw","Dr E K Ritho Paediatric Clinic","Nyeri","Nyeri Central"
"619","10120","LjEFrrTDXfW","Dr E Kanyi Dental Clinic","Nyeri","Mukurweini"
"620","11322","0","Dr F Mwende Clinic","Mombasa","Mvita"
"621","11323","0","Dr G M Munyoki Clinic","Mombasa","Mvita"
"622","14408","MH8WRcRulky","Dr Gacheru Clinic","Laikipia","Laikipia East"
"623","10121","JdNlpq2PYnm","Dr Gachiri","Kiambu","Thika Town"
"624","11324","0","Dr Gathuo Clinic","Mombasa","Mvita"
"625","11325","b1R5IH3fSo3","Dr Gikandi Clinic","Mombasa","Mvita"
"626","11326","Unm5ADcGEDp","Dr Gitah Shah Clinic","Mombasa","Mvita"
